source,target,year,month
Dawn Cox,Lewis-Hill,2033,02
Philip Rhodes,Lewis-Hill,2031,04
Gabriella Henry,Lewis-Johnson,2033,11
Martin Arnold,Lewis-Johnson,2032,01
Stephanie Chavez,Lewis-Johnson,2034,09
Michelle Schneider,Lewis-Miller,2025,02
Mrs. Stacey Hunt,Lewis-Miller,2023,07
Elizabeth Patterson,Lewis-Miller,2034,07
Luigina Cipolla,Lewis-Morris,2018,10
Paul Cantu,Lewis-Watson,2034,11
Matthew Adkins,Lewis-Watson,2031,06
Angela Thompson DDS,Lewis-Watson,2025,09
Melissa Yoder,Lewis-Watson,2028,04
Krista Richardson,Lewis-Watson,2031,06
Katelyn Vargas,Lewis-Watson,2023,06
Kathy Welch,Lewis-Watson,2030,09
Emily Mcknight,Lewis-Watson,2021,04
Jesse Harris,Lewis-Watson,2016,04
Scott Cooper,Lewis-Watson,2026,06
Jason Mccall,Lewis-Wells,2005,04
Brandi Vega,Lewis-Wells,2022,04
Meagan Rivera,Lewis-Wells,2007,01
Johnny Krause,Lewis-Wells,2024,08
Isabella Chung,Lewis-Wells,2034,05
Kimberly Duran,Lewis-Wells,2013,09
Laurie Hammond,Li and Sons,2015,12
Donna Johnston,Li and Sons,2034,11
John Stone,"Li, Mason and Jacobson",2011,07
Michael Black,"Li, Wright and Jones",2034,09
Jesus Patton,"Li, Wright and Jones",2032,08
Sarah Boyd,"Li, Wright and Jones",2034,08
Paul Davidson,"Li, Wright and Jones",2032,11
Jonathan Mercado,"Li, Wright and Jones",2033,04
Maurice Rodriguez,"Li, Wright and Jones",2034,04
Brandi Harris MD,Li-Fuller,2005,06
Paul Griffin,Li-Fuller,2025,02
Robert Espinoza,Li-Fuller,2006,03
Kimberly Ellis DVM,Li-Fuller,2009,02
Nicholas Humphrey,Li-Fuller,2034,04
Austin Hicks,Li-Fuller,2016,01
Mr. Nicholas Mathews DDS,Li-Fuller,2026,11
Tasha Smith,Li-Fuller,2016,11
Duane Davis,Li-Fuller,2005,10
Tammy Miller,Li-Hernandez,2028,06
Tammy Miller,"Malone, Warren and Johnson",2019,06
George Nguyen,Li-Hernandez,2023,11
Andrea Davies,"Lindsey, Turner and Cole",2019,11
Sarah Mcgee,"Lindsey, Turner and Cole",2025,02
Jane Fischer,Lindsey-Nunez,2008,08
Amanda Hurst,Lindsey-Nunez,2020,05
Melissa Harmon,Lindsey-Nunez,2026,03
Miss Angela Henry,Lindsey-Nunez,2033,03
Danny Campbell,Lindsey-Shaw,2006,09
Jesus Hunt,Lin-Malone,2014,06
Ian Baldwin,Lin-Malone,2030,06
Pamela Reese,Lin-Malone,2016,03
Mary Espinoza,Lin-Malone,2018,07
Jordan Hernandez,Lin-Wilson,2033,05
Kenneth Henry,Lin-Wilson,2005,12
Jeffrey Odom,Lin-Wilson,2024,11
Jeffrey Carrillo,Lin-Wilson,2033,10
Emily Gould,Lin-Wilson,2019,12
Sean Robbins,Little Group,2028,04
Christina Small,Little Group,2013,02
Marilyn Johnston,Little Group,2020,05
Kenneth Fisher,Little Group,2015,07
Aaron Lang,Little Group,2019,06
Erica Meyer,Little Group,2016,12
Diane Fuller,Little Group,2025,03
Mariana Ajello-Tebaldi,"Little, Macias and Reyes",2031,04
Margaret Gardner,"Little, Macias and Reyes",2034,01
Tonya Ryan,"Little, Macias and Reyes",2034,03
Norman Copeland,"Little, Macias and Reyes",2024,06
Kayla Diaz,"Little, Macias and Reyes",2025,12
Bruce Bennett,"Little, Macias and Reyes",2033,06
Marie Freeman,"Little, Macias and Reyes",2028,08
Shelby Johnson,"Little, Mills and West",2034,08
Alicia Navarro,"Little, Mills and West",2034,06
Benjamin Martin,"Little, Mills and West",2034,10
Erik Wells,"Little, Mills and West",2034,04
Devin Taylor,"Little, Mills and West",2034,05
Joshua Simpson,"Little, Mills and West",2034,02
Eugene Lopez,Little-Decker,2034,10
Lindsay Mcgee,Little-Decker,2017,04
Mark Peterson,Little-Decker,2021,05
Samuel Henson,Little-Decker,2033,05
Jacob Ferguson,Little-Decker,2029,07
Patrick Rush,Little-Decker,2014,11
Rhonda Graves,Little-Miller,2008,05
Courtney Boyle,Little-Murphy,2029,01
Frank Robinson,"Liu, Sanchez and Robbins",2030,12
Lauren Stein,"Liu, Sanchez and Robbins",2020,04
Mrs. Nicole Thomas,"Liu, Sanchez and Robbins",2029,12
Garrett Ramos II,"Liu, Sanchez and Robbins",2032,01
Candace Kirby,"Liu, Sanchez and Robbins",2010,09
Kimberly Hoffman,"Liu, Sanchez and Robbins",2006,01
Eugene Patrick,"Liu, Sanchez and Robbins",2016,02
Mrs. Michele Barnes,"Liu, Sanchez and Robbins",2010,09
Mrs. Michele Barnes,Pineda-Clark,2020,11
Levi Johnson,"Liu, Sanchez and Robbins",2011,03
Devon Burgess,"Liu, Sanchez and Robbins",2017,12
Nathaniel Lindsey,"Liu, Sanchez and Robbins",2028,08
Rossana Acerbi,Liu-Dawson,2034,05
Lee Walls,Liu-Dawson,2034,03
Adrian Duncan,Liu-Dawson,2034,04
Katherine Solis,Liu-Dawson,2033,04
Christine Kidd,Liu-Dawson,2034,07
Emma Price,Liu-Dawson,2032,12
Stephanie Oconnell,Liu-Dawson,2032,09
Alexander Holt,Liu-Dawson,2034,12
Matthew Wang,Livingston Group,2026,09
Mary Terrell,Livingston Group,2007,05
Nichole Bowen,Livingston Group,2006,03
Jacob Allison,Livingston Group,2029,09
Mitchell Proctor,Livingston Group,2025,04
Michelle Gros,Livingston PLC,2033,12
Joshua Hernandez,Livingston PLC,2034,03
Gloria Duran,Livingston PLC,2034,06
John Rosales,Livingston PLC,2032,10
Karen Rios,Livingston PLC,2031,11
Devin Young,Livingston PLC,2031,08
Robin Reese,Livingston PLC,2033,02
Andrea Tyler,Livingston PLC,2031,05
Sandra Bonilla,Livingston PLC,2031,03
Sarah Mccarthy,Livingston PLC,2031,03
Jerome Myers,Livingston PLC,2034,12
Roger Lopez,Livingston-Solomon,2020,01
Andre Lee,Livingston-Solomon,2014,01
Joseph Becker,Livingston-Solomon,2008,07
Joseph Becker,Taylor-Allen,2011,01
Doris Burke,Livingston-Solomon,2029,12
Debbie Turner,Lloyd Inc,2023,05
Mrs. Laura Sherman,Lloyd Inc,2030,02
Sherry Parks,Lloyd Inc,2016,06
Benjamin Hood,Lloyd Inc,2015,06
Kevin Wagner,Lloyd Inc,2029,09
Luciana Brugnaro,Lloyd-Estes,2020,10
Nathaniel Morgan,Lloyd-Estes,2024,06
Joanna Griffin,Lloyd-Estes,2014,10
Krista Berry,Lloyd-Estes,2008,11
Danielle Aguilar,Lloyd-Lopez,2016,05
Destiny Cruz,Lloyd-Lopez,2023,10
Kaitlyn Rollins,Lloyd-Lopez,2017,08
Peter Blair,Lloyd-Lopez,2022,12
Eric Duncan,Lloyd-Lopez,2013,09
Eric Duncan,"Singleton, Bradley and Singleton",2025,04
Robin Gaines,Lloyd-Lopez,2030,03
Jordan Garcia,Lloyd-Lopez,2010,01
Anthony Combs,Lloyd-Lopez,2007,04
Kevin Shaw,Lloyd-Sandoval,2023,04
Grant Farmer,Lloyd-Sandoval,2033,06
Candice Simon,Lloyd-Sandoval,2024,05
Sherry Palmer,Lloyd-Sandoval,2025,07
Curtis Hester,Lloyd-Sandoval,2015,06
Stephanie Nelson,Lloyd-Sandoval,2013,07
Deanna Duke,Lloyd-Sandoval,2014,07
Tina King,Lloyd-Sandoval,2027,05
Jennifer Whitney,Lloyd-Wood,2008,01
Willie Miller,Lloyd-Wood,2015,06
Lisa Gates,Lloyd-Wood,2027,06
Belinda Stephens,"Logan, Brooks and Young",2027,02
Norman Miller,"Logan, Brooks and Young",2023,12
Norman Miller,"Lopez, Hart and Collins",2016,01
Jaime Orozco,"Logan, Brooks and Young",2020,06
Bryan Shaw,"Logan, Brooks and Young",2027,03
Linda Durham,"Logan, Brooks and Young",2032,05
Ian Horton,"Logan, Brooks and Young",2020,07
Dr. Joseph Parker PhD,"Logan, Grimes and Barajas",2017,10
Jessica Norman,"Logan, Grimes and Barajas",2019,10
Allen Bailey,"Logan, Grimes and Barajas",2016,11
Robert Randolph,"Logan, Grimes and Barajas",2029,06
Piergiuseppe Trevisan,Logan-Parrish,2033,11
Eric Peterson,Logan-Parrish,2029,07
Joshua Sullivan,Logan-Parrish,2009,12
Tina Griffith,Logan-Parrish,2033,09
Debbie Newman,Logan-Parrish,2025,07
Nicholas Schmidt,Logan-Parrish,2022,12
Kevin Pennington,Logan-Parrish,2022,09
Ruben Carr,Logan-Parrish,2011,01
Kristen Alexander,Logan-Parrish,2028,11
Cassie Hanson,Logan-Rice,2021,11
Cassie Hanson,Stephens PLC,2019,02
Kathryn Hughes,Logan-Rice,2009,03
Jason Wiggins,Logan-Rice,2013,04
Stacy King,Long Group,2015,03
Preston Freeman,Long Group,2027,10
Eric Beck,Long Group,2027,06
Kristen Daniel,Long Group,2013,11
Denise Haley,Long Group,2029,09
William Swanson,Long Group,2008,02
Bridget Mathis,Long Group,2006,12
Scott Howe,Long Group,2017,11
Andrea Weber,Long Group,2024,08
Tina Dougherty,Long Group,2023,01
Ryan Scott,Long Group,2027,12
Jose Morris,Long Group,2029,03
Stephanie Church,Long Group,2010,12
Jose Rhodes,Long Group,2027,05
Jordan Ortiz,Long Inc,2019,06
Marie Baker,Long Inc,2027,12
Antonio Peterson,Long Inc,2034,06
Terrence Bishop,Long LLC,2020,03
Rita Joyce,Long LLC,2016,11
Keith Garrison,Long LLC,2028,10
Shirley Fernandez,Long LLC,2012,05
Janet Johns,Long LLC,2011,08
Gregory Marsh,Long LLC,2015,04
Wanda French,Long Ltd,2023,08
Nathan Lowe,Long Ltd,2016,10
April Kennedy,Long Ltd,2018,11
Brenda Donovan,Long Ltd,2023,09
Bianca Ricardo Rojo,"Long, Allen and Thompson",2034,07
Albert Mathews,"Long, Allen and Thompson",2034,02
Debbie Mccall,"Long, Allen and Thompson",2034,10
Benjamin Sullivan,"Long, Allen and Thompson",2034,11
Randy Harris,"Long, Allen and Thompson",2034,04
Fedele Cristoforetti,"Long, Diaz and Guzman",2014,03
Sabine Letellier,"Long, Watkins and Gonzalez",2008,11
Paul Bell,"Long, Watkins and Gonzalez",2013,08
Jerry Schmidt,"Long, Watkins and Gonzalez",2021,08
Tammy Novak,"Long, Watkins and Gonzalez",2021,11
Justin Snyder,"Long, Watkins and Gonzalez",2022,05
Peggy Tucker,"Long, Watkins and Gonzalez",2032,10
Ryan Porter,"Long, Watkins and Gonzalez",2020,09
Ashley Roman,Long-Chang,2029,06
Patricio Guillermina Altamirano,Long-Hardin,2018,09
Jeremy Briggs,Long-Hardin,2013,06
Justin Keith,Long-Hardin,2017,04
Kaylee Mcdowell,Long-Hardin,2022,11
Sandy Barker,Long-Hardin,2029,03
Alec Thomas,Long-Hardin,2033,01
Alec Thomas,Moss and Sons,2029,01
Heather Brady,Long-Long,2005,09
Mr. Tyler Robinson,Long-Long,2015,05
Joyce Kelly,Long-Long,2017,10
Joseph Craig,Long-Long,2014,03
Elizabeth Humphrey,Long-Long,2033,07
Hannah Harmon,Long-Long,2019,01
Sandra Barber,Long-Santos,2029,12
Alexis Miller,Long-Santos,2007,09
Jordan Chambers,Long-Santos,2017,11
Theresa Newman,Long-Santos,2010,09
Thomas Dawson,Long-Santos,2006,05
Lacey Snyder,Long-Santos,2011,08
Amanda Valenzuela,Long-Velazquez,2028,10
Mark Fernandez,Long-White,2032,12
Lynn Wall,Long-White,2013,10
Gabriel Rowe,Lopez and Sons,2007,04
Jason Mendez,Lopez and Sons,2005,04
Seth Long,Lopez and Sons,2014,07
Shawn Davis DDS,Lopez and Sons,2014,12
Louis Collins,Lopez and Sons,2028,10
Mtro. Amanda Perales,Lopez LLC,2024,08
Mtro. Amanda Perales,"Smith, Smith and Morris",2019,08
Andrew Benson,Lopez LLC,2014,09
Marc Goncalves-Berthelot,Lopez LLC,2033,12
Megan Conley DVM,Lopez LLC,2031,12
Rhonda Simpson,Lopez Ltd,2022,03
Kristen Reynolds,Lopez Ltd,2008,07
Danielle Shelton,Lopez Ltd,2022,01
Tyler Schneider,Lopez Ltd,2029,01
Tyler Schneider,"Trujillo, Proctor and Wang",2022,11
Patricia Hines,Lopez Ltd,2027,08
Danielle Wilkinson,Lopez Ltd,2025,04
Kevin Bush,Lopez PLC,2015,01
Natalie Kramer,Lopez PLC,2020,06
Anthony Kidd,Lopez PLC,2015,12
Kathleen Jackson,Lopez PLC,2033,06
Mrs. Sarah Aguilar MD,Lopez PLC,2024,01
Itzel Genaro Esquivel,"Lopez, Austin and Buchanan",2025,11
Tara King,"Lopez, Berry and Shepard",2032,12
Cheryl Hernandez,"Lopez, Berry and Shepard",2032,11
Diane Petersen,"Lopez, Berry and Shepard",2032,04
Michelle Johnson,"Lopez, Berry and Shepard",2034,04
James Acevedo,"Lopez, Berry and Shepard",2033,01
Teresa Johns,"Lopez, Berry and Shepard",2031,12
Ronald Bruce,"Lopez, Berry and Shepard",2034,10
Brian Fowler,"Lopez, Berry and Shepard",2034,04
Amanda Reyes,"Lopez, Berry and Shepard",2033,11
Sandra Cortez,"Lopez, Bradshaw and Jacobs",2011,11
Brian Oconnor,"Lopez, Bradshaw and Jacobs",2015,12
Antonio Paul,"Lopez, Brown and Adams",2034,10
Shelley Buchanan,"Lopez, Brown and Adams",2026,04
Kathy Gilbert,"Lopez, Brown and Adams",2027,03
Cheryl Oliver,"Lopez, Brown and Adams",2020,11
Zachary Baird,"Lopez, Brown and Adams",2020,12
James Wiggins,"Lopez, Brown and Adams",2023,06
Adriana Bailey,"Lopez, Campbell and Wilson",2010,02
Michelle Orr,"Lopez, Campbell and Wilson",2020,06
Caleb Schroeder,"Lopez, Campbell and Wilson",2018,02
Ashley Hampton,"Lopez, Campbell and Wilson",2027,06
Maura Stoppani-Marsili,"Lopez, Davis and Melton",2011,10
Christian Saunders,"Lopez, Davis and Melton",2013,03
Claudia Falloppio,"Lopez, Foster and Bennett",2010,04
Anne Berg,"Lopez, Foster and Bennett",2032,05
Catherine Mueller,"Lopez, Foster and Bennett",2030,02
Angel Gilbert,"Lopez, Grant and Humphrey",2028,08
Denise Villarreal,"Lopez, Grant and Humphrey",2030,03
Jasmine Olson,"Lopez, Grant and Humphrey",2024,03
Jesse Bryant,"Lopez, Hart and Collins",2034,02
Troy Vang,"Lopez, Hart and Collins",2011,12
Kristina King,"Lopez, Hart and Collins",2020,05
Cathy Daniel,"Lopez, Hart and Collins",2022,05
Jennifer Rosario,"Lopez, Hart and Collins",2018,05
Vanessa Medina MD,"Lopez, Hart and Collins",2022,04
Jasmin Murphy,"Lopez, Hart and Collins",2020,03
Teresa Norris,"Lopez, Hayden and Moore",2010,06
Marissa Williamson,"Lopez, Hayden and Moore",2015,05
Ann Carlson,"Lopez, Hayden and Moore",2013,02
Alan Ross,"Lopez, Hayden and Moore",2034,01
Veronica Ford,"Lopez, Hayden and Moore",2033,10
Randy Mcgee,"Lopez, Hess and Smith",2026,02
Brian Estrada,"Lopez, Johnson and Bradford",2021,12
Noah Cole,"Lopez, Johnson and Bradford",2024,08
Joseph West,"Lopez, Marshall and Miller",2030,08
Michelle Marquez,"Lopez, Marshall and Miller",2021,08
Elizabeth Delacruz,"Lopez, Marshall and Miller",2032,01
Joshua Page,"Lopez, Marshall and Miller",2009,09
Joseph Swanson,"Lopez, Marshall and Miller",2032,06
Justin Mills,"Lopez, Marshall and Miller",2034,07
Mikayla Bailey,"Lopez, Marshall and Miller",2012,03
Martin Callahan,"Lopez, Marshall and Miller",2028,07
Samantha Brewer,"Lopez, Marshall and Miller",2007,10
Courtney Mcdaniel,"Lopez, Marshall and Miller",2034,06
Elaine Leon,"Lopez, Marshall and Miller",2009,12
Sig.ra Fabia Mortati,"Lopez, Nichols and Clarke",2031,05
Sig.ra Fabia Mortati,Thomas-Weaver,2030,10
Fred Oneal,"Lopez, Nichols and Clarke",2021,09
Kathleen Rowe,"Lopez, Nichols and Clarke",2034,12
Jake Smith,"Lopez, Peck and Hayes",2020,08
Jason Forbes,"Lopez, Peck and Hayes",2026,06
Astrid Lebreton-Étienne,"Lopez, Rose and Duncan",2021,09
Ryan Roberts Jr.,"Lopez, Rose and Duncan",2020,06
Shannon Obrien,"Lopez, Rose and Duncan",2025,07
Vincent Strickland,"Lopez, Thomas and Simmons",2009,03
Soledad Daniela Almaraz,"Lopez, Thomas and Simmons",2012,01
John Bates,"Lopez, Thomas and Simmons",2010,11
Nicole Fernandez,"Lopez, Thomas and Simmons",2028,02
Brenda Hunter,Lopez-Blair,2024,12
Deborah Taylor,Lopez-Blair,2025,12
Kristopher Downs,Lopez-Blair,2034,06
Dr. John Davis,Lopez-Brown,2028,05
Maurice Wong,Lopez-Carr,2014,12
Becky Hines,Lopez-Carr,2023,04
Ricky Horn,Lopez-Carr,2010,09
Marilyn Chavez,Lopez-Clark,2020,11
Priscilla Li,Lopez-Clark,2007,07
Alan West,Lopez-Clark,2024,02
Rhonda Huang,Lopez-Clark,2031,10
Jesse White,Lopez-Clark,2014,05
Kendra Alvarez,Lopez-Clark,2016,01
Jackie Avila,Lopez-Clark,2019,03
Maryse Renault,Lopez-Davis,2012,03
Larry Porter,Lopez-Davis,2024,08
Marc Atkinson,Lopez-Davis,2007,02
Kayla Pham,Lopez-Davis,2023,09
Kim Wiggins,Lopez-Davis,2011,08
Julie Compton,Lopez-Davis,2007,05
Angela Mercado,Lopez-Delgado,2012,04
Miguel Harrison,Lopez-Delgado,2013,11
Glenn Marshall,Lopez-Delgado,2023,03
Robin Williams,Lopez-Delgado,2007,06
Katelyn Sanders,Lopez-Delgado,2034,10
Maureen Hendricks,Lopez-Delgado,2006,07
Ryan Warren,Lopez-Ford,2032,04
Ricky Mills,Lopez-Fritz,2025,10
Marcia Lowe,Lopez-Fritz,2026,07
Adam Nelson,Lopez-Fritz,2030,09
Tracy Barrett,Lopez-Fritz,2021,01
Ronald Cohen,Lopez-Fritz,2010,07
Robin Adams,Lopez-Fritz,2016,02
Ruth Simmons,Lopez-Fritz,2020,04
Valérie Roux,Lopez-Harris,2032,03
Casey Cooper,Lopez-Harris,2033,11
David Hobbs,Lopez-Harris,2032,07
Sherri Pena,Lopez-Harris,2032,11
Leonardo Mondadori,Lopez-Jimenez,2019,06
Shane Mann,Lopez-Jimenez,2032,03
Mary Mathis,Lopez-Jimenez,2010,06
Doris Schaefer,Lopez-Jimenez,2034,09
Betty Thomas,Lopez-Jimenez,2026,01
Martin Butler,Lopez-Jimenez,2013,08
Mr. Jimmy Miller,Lopez-Jimenez,2022,06
Mary Church,Lopez-Jimenez,2010,08
Sarah Spencer,Lopez-Johnson,2029,07
Veronica Ramirez,Lopez-Johnson,2030,12
Alicia Powell,Lopez-Johnson,2022,06
Dana Singleton,Lopez-Johnson,2032,04
Aaron Taylor,Lopez-Johnson,2030,03
Charles Leon,Lopez-Johnson,2022,05
Kristen Higgins,Lopez-Johnson,2026,04
Dr. Nancy Carroll,Lopez-Johnson,2021,02
Benito Partida Gastélum,Lopez-Jordan,2034,11
Randy Ramirez,Lopez-Jordan,2034,12
Carly Schroeder,Lopez-Jordan,2034,05
Andrew Marshall,Lopez-Jordan,2034,04
Daniel Cobb,Lopez-Jordan,2034,11
Jamie Walters,Lopez-Jordan,2034,07
Thomas Spears,Lopez-Jordan,2034,08
Zoe Simmons,Lopez-Jordan,2034,06
Christopher Barajas,Lopez-Jordan,2034,08
Tyler Burgess,Lopez-Jordan,2034,03
Mr. Chad Bradley,Lopez-Jordan,2034,04
Dustin Bradley,Lopez-Jordan,2034,05
Judith Casares,Lopez-Mcdaniel,2033,01
Michael Navarro,Lopez-Mcdaniel,2021,08
Patricia Hart,Lopez-Mcdaniel,2022,06
Patricia Hart,Morgan-Mason,2034,06
David Jenkins,Lopez-Mcdaniel,2028,07
Ryan Livingston,Lopez-Mcdaniel,2012,03
Veronica Moses,Lopez-Mcdaniel,2021,10
Brittany Weaver MD,Lopez-Mcdaniel,2013,04
Kathleen Guerrero,Lopez-Mcdaniel,2018,11
Julie Frazier,Lopez-Ramirez,2023,03
Peter Carter,Lopez-Ramirez,2020,08
Aaron Lozano,Lopez-Ramirez,2027,04
Anna Rodriguez,Lopez-Salinas,2022,12
Carmen Rose,Lopez-Salinas,2015,10
Deborah Smith,Lopez-Salinas,2021,01
Mary Escobar,Lopez-Sanders,2025,11
Shannon Poole,Love PLC,2032,11
Paul Stein,Love PLC,2008,08
Jackie Hernandez,Love PLC,2016,05
Brian Everett,Love PLC,2021,02
Christine Hodge,Love PLC,2021,11
Alexander Zavala,Love PLC,2014,03
Gary Morse,Love PLC,2029,04
Andre Brown,"Love, Anderson and Brown",2029,10
Jessica Vaughn,"Love, Anderson and Brown",2012,06
Dylan Walton,"Love, Anderson and Brown",2027,01
Juan Giles,"Love, Anderson and Brown",2019,10
Sandra Bush,"Love, Anderson and Brown",2028,02
Diane Sutton,"Love, King and Anderson",2013,02
Kaitlin Cooper,"Love, King and Anderson",2028,08
Matthew Costa,"Love, King and Anderson",2012,07
Amanda Ritter,"Love, King and Anderson",2029,03
Clifford Morrison,"Love, King and Anderson",2014,09
Ariel Johnson,"Love, King and Anderson",2024,10
Melinda Stewart MD,"Love, King and Anderson",2028,06
Leah Carpenter,"Love, Williams and Murphy",2014,06
Cesar Zhang,"Love, Williams and Murphy",2029,05
Mr. Daniel Horn,"Lowe, Carter and Hull",2030,07
Mary Heath,"Lowe, Carter and Hull",2018,05
Leah Dixon,"Lowe, Carter and Hull",2020,09
Élodie Laurent,"Lowe, Martinez and Smith",2031,04
Richard Hines,"Lowe, Martinez and Smith",2016,02
Kimberly Woodard,"Lowe, Morgan and Vega",2027,04
Shannon Doyle,"Lowe, Morgan and Vega",2025,12
Anna Mills,"Lowe, Morgan and Vega",2022,12
Mason Fisher,"Lowe, Morgan and Vega",2023,12
Danielle Banks,"Lowe, Morgan and Vega",2018,03
Blake Alexander,"Lowe, Morgan and Vega",2029,09
Alexander Shaffer,"Lowe, Morgan and Vega",2020,09
Cody Munoz,"Lowe, Morgan and Vega",2033,12
Jay Delacruz,Lowe-Cole,2033,01
Billy Salazar,Lowe-Cole,2025,03
Lindsey Franklin,Lowe-Cole,2018,01
Loretta Harris,Lowe-Cole,2019,03
Anita Arroyo,Lowe-Cole,2029,04
Barbara Smith MD,Lowe-Cole,2024,04
Juan Craig,Lowe-Cole,2022,11
Kimberly Cunningham,Lowe-Harris,2012,10
Douglas Wong,Lowe-James,2020,09
Jaime Graham,Lowery and Sons,2011,05
Vincent Cochran,Lowery and Sons,2028,04
Linda Bennett,Lowery and Sons,2021,01
Julie Braun,Lowery and Sons,2032,10
Jeffrey Aguilar,Lowery and Sons,2022,02
Christina Harris,Lowery and Sons,2032,01
Tina Zavala,Lowery and Sons,2030,05
Caleb Thornton,Lowery and Sons,2016,06
Carrie Hayes,Lowery and Sons,2018,05
Brian Fleming,Lowery and Sons,2012,07
Mitchell Vega,Lowery and Sons,2021,06
Sarah Trujillo,Lowery and Sons,2033,12
Anne Nguyen,Lowery Group,2006,04
Hector Perkins,Lowery Group,2017,01
Teresa Ramirez,Lowery Group,2029,10
Alexis Cantu,Lowery Group,2007,08
Adrian Mathews,Lowery Group,2032,05
Brandon Daniels,Lowery Group,2023,09
Dr. Cindy Barnes,Lowery-Myers,2006,08
Jamie Herrera MD,Lowery-Myers,2030,08
Peter Romero,Lowery-Myers,2024,10
Glenn Brooks,Lowery-Myers,2007,11
Brandi Jones,Lowery-Myers,2019,07
Laura Morrison MD,Lowery-Myers,2027,01
Anthony Ray,"Lozano, Hudson and Swanson",2019,01
Heather Velasquez,"Lozano, Ponce and Burnett",2018,01
Lauren Anthony,Lozano-Mccoy,2028,04
Mark Hays,Lozano-Mccoy,2014,10
Mr. Jason Allen,Lozano-Mccoy,2005,01
Heather Pena,Lozano-Mccoy,2034,01
Steven Mcmahon,Lozano-Mccoy,2024,09
Michael Schneider,Lucas and Sons,2012,05
George Duran,Lucas and Sons,2026,05
Paul Gordon,Lucas and Sons,2027,05
Marisa Harding,Lucas and Sons,2034,08
Jeremiah Johnson,Lucas and Sons,2017,09
Derrick Lopez,Lucas and Sons,2013,04
Jeremy West,Lucas and Sons,2031,12
Ruben Malone,Lucas and Sons,2013,12
Patrick Lawrence,Lucas and Sons,2015,02
Eric Vazquez,Lucas and Sons,2022,04
Jeffrey Arias,Lucas and Sons,2030,04
Kenneth Grant,Lucas and Sons,2031,11
Lic. Noemí Rivas,Lucas Group,2033,07
Alexander Taylor MD,Lucas Group,2034,03
Christopher Patton II,Lucas Group,2033,11
Allison Jackson,Lucas Group,2033,02
Vanessa Fernandez,Lucas Group,2032,05
Adrian Foster,Lucas Group,2032,11
Emily Dean,Lucas Group,2033,11
Krista Mueller,Lucas Group,2034,07
Christina White,Lucas PLC,2023,10
Tracy Henderson,Lucas PLC,2029,06
Dean Vaughn,Lucas PLC,2030,05
Allen Gonzales,"Lucas, Berry and Blake",2027,04
Monica Mckenzie,"Lucas, Ward and Brown",2019,05
Mary Richmond,"Lucas, Ward and Brown",2032,02
Mrs. Barbara Roberts,"Lucas, Ward and Brown",2014,02
Nathan Brewer,"Lucas, Ward and Brown",2026,07
Kristi Hurst,"Lucas, Ward and Brown",2032,03
Kelsey Carr,"Lucas, Ward and Brown",2013,07
Shelia Harvey,"Lucas, Ward and Brown",2024,04
Dr. Deborah Mack,"Lucas, Ward and Brown",2021,07
Dr. Deborah Mack,"Mahoney, Brown and Lee",2024,04
Christopher Jefferson,Lucas-Campos,2026,05
Laura Castillo,Lucas-Campos,2026,06
Steven Munoz,Lucas-Campos,2034,10
Rebecca Martinez,Lucas-Campos,2015,11
Marcus Jones,Lucas-Campos,2022,04
Carl Odonnell,Lucas-Campos,2032,02
Rebecca Pearson,Lucas-Potts,2032,08
Michael Herring,Lucas-Potts,2006,06
Madison Gomez,Lucas-Potts,2025,09
Becky Lozano,Lucas-Potts,2020,08
Richard Gilbert,Lucas-Potts,2013,12
Thierry Foucher,Lucero and Sons,2015,05
Jacqueline Foley,Lucero and Sons,2014,03
Catherine Hill,Lucero and Sons,2008,11
Joshua Kim,Lucero and Sons,2023,12
Madeline Crosby,Lucero and Sons,2025,11
Leslie Goodwin,Lucero and Sons,2015,02
Mary Simmons,Lucero and Sons,2014,02
Charlotte Diaz,Lucero and Sons,2020,08
Rachel Pham,Lucero and Sons,2022,01
Sandy Scott,"Lucero, Payne and Lucas",2020,03
Glenda Perkins,"Lucero, Payne and Lucas",2022,05
Kristin Nguyen,"Lucero, Payne and Lucas",2008,08
David Spencer,"Lucero, Payne and Lucas",2006,03
George Brown,"Lucero, Payne and Lucas",2025,07
Jaclyn Potts,"Lucero, Payne and Lucas",2011,08
Candice Nichols,"Lucero, Sanchez and Perez",2026,04
Bonnie Johnston,"Lucero, Sanchez and Perez",2034,11
Morgan Fisher,"Lucero, Sanchez and Perez",2031,01
Mrs. Abigail Dunlap DVM,"Lucero, Sanchez and Perez",2007,02
Sarah Hull,"Lucero, Sanchez and Perez",2029,10
George Rose,"Lucero, Sanchez and Perez",2030,11
